Probability of Winning
,ellie.picks,evan.picks,greg.picks,jasmine.picks,johnny.picks,johnson.picks,julie.picks,miles.picks,mitzi.picks,pia.picks,zeke.picks,
Round 3 Game 8B: Syracuse defeats Gonzaga,   22.5900,    1.8000,   23.5900,    1.6400,   42.3100,    1.1400,    0.0000,    0.0000,    0.6900,    1.7900,    3.0100,

Probability of Losing
,ellie.picks,evan.picks,greg.picks,jasmine.picks,johnny.picks,johnson.picks,julie.picks,miles.picks,mitzi.picks,pia.picks,zeke.picks,
sweet16.truth,    0.1200,    0.0000,    0.0000,    0.0000,    0.1200,    0.0000,    4.4800,   74.5800,    8.1700,    7.1700,    0.0000,
Round 3 Game 1A: Kansas defeats Maryland,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    2.5000,   86.1600,    4.4500,    4.8300,    0.0000,
Round 3 Game 1B: Maryland defeats Kansas,    0.5200,    0.0000,    0.0000,    0.0000,    0.4500,    0.0000,   10.2100,   38.0700,   18.8300,   14.8800,    0.0000,
Round 3 Game 2A: Miami (FL) defeats Villanova,    0.0000,    0.0000,    0.0000,    0.0000,    0.3100,    0.0000,    5.4700,   79.3300,    2.6700,   10.1900,    0.0000,
Round 3 Game 2B: Villanova defeats Miami (FL),    0.1800,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    4.2000,   72.6400,   10.3200,    5.2600,    0.0000,
Round 3 Game 3A: Oregon defeats Duke,    0.0000,    0.0000,    0.0000,    0.0000,    0.3200,    0.0000,    0.0000,   67.6900,   15.0100,   12.8800,    0.0000,
Round 3 Game 3B: Duke defeats Oregon,    0.2700,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    9.2400,   83.5100,    0.0000,    0.0000,    0.0000,
Round 3 Game 4A: Texas A&M defeats Oklahoma,    0.4100,    0.0000,    0.0000,    0.0000,    0.3200,    0.0000,   11.3700,   66.9400,    3.4800,   15.6400,    0.0000,
Round 3 Game 4B: Oklahoma defeats Texas A&M,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.1700,   80.2100,   10.2200,    1.3900,    0.0000,
Round 3 Game 5A: North Carolina defeats Indiana,    0.0400,    0.0000,    0.0000,    0.0000,    0.0700,    0.0000,    3.2900,   76.2900,    9.7900,    5.1200,    0.0000,
Round 3 Game 5B: Indiana defeats North Carolina,    0.4800,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    7.3900,   71.2800,    2.8800,   11.8600,    0.0000,
Round 3 Game 6A: Notre Dame defeats Wisconsin,    0.1000,    0.0000,    0.0000,    0.0000,    0.1300,    0.0000,    4.8300,   75.3400,    7.5200,    6.5600,    0.0000,
Round 3 Game 6B: Wisconsin defeats Notre Dame,    0.1200,    0.0000,    0.0000,    0.0000,    0.1300,    0.0000,    4.2400,   75.2200,    7.4700,    7.2100,    0.0000,
Round 3 Game 7A: Virginia defeats Iowa State,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    6.2500,   66.3400,   10.6000,    9.2300,    0.0000,
Round 3 Game 7B: Iowa State defeats Virginia,    0.5300,    0.0000,    0.0000,    0.0000,    0.4300,    0.0000,    0.5100,   96.4700,    0.0000,    2.0600,    0.0000,
Round 3 Game 8A: Gonzaga defeats Syracuse,    0.1400,    0.0000,    0.0000,    0.0000,    0.1500,    0.0000,    4.1900,   75.8100,    7.7100,    5.9900,    0.0000,
Round 3 Game 8B: Syracuse defeats Gonzaga,    0.1000,    0.0000,    0.0000,    0.0000,    0.1300,    0.0000,    4.6400,   74.3600,    8.7000,    6.9200,    0.0000,

Best Finish
,ellie.picks,evan.picks,greg.picks,jasmine.picks,johnny.picks,johnson.picks,julie.picks,miles.picks,mitzi.picks,pia.picks,zeke.picks,
sweet16.truth,     1,     1,     1,     1,     1,     1,     3,     3,     1,     1,     1,
Round 3 Game 1A: Kansas defeats Maryland,     1,     1,     1,     1,     1,     1,     3,     4,     1,     1,     1,
Round 3 Game 1B: Maryland defeats Kansas,     1,     1,     1,     1,     1,     1,     4,     2,     1,     1,     2,
Round 3 Game 2A: Miami (FL) defeats Villanova,     1,     1,     1,     1,     1,     1,     4,     2,     1,     1,     1,
Round 3 Game 2B: Villanova defeats Miami (FL),     1,     1,     1,     1,     1,     1,     3,     3,     1,     1,     1,
Round 3 Game 3A: Oregon defeats Duke,     1,     1,     1,     1,     1,     1,     3,     2,     2,     5,     1,
Round 3 Game 3B: Duke defeats Oregon,     1,     1,     1,     5,     1,     2,     3,     4,     1,     1,     2,
Round 3 Game 4A: Texas A&M defeats Oklahoma,     1,     1,     1,     1,     1,     2,     3,     2,     1,     1,     1,
Round 3 Game 4B: Oklahoma defeats Texas A&M,     1,     3,     1,     1,     1,     1,     3,     8,     3,     1,     1,
Round 3 Game 5A: North Carolina defeats Indiana,     1,     1,     1,     1,     1,     1,     3,     2,     2,     1,     1,
Round 3 Game 5B: Indiana defeats North Carolina,     1,     1,     1,     1,     1,     1,     3,     3,     1,     1,     1,
Round 3 Game 6A: Notre Dame defeats Wisconsin,     1,     1,     1,     1,     1,     1,     3,     2,     1,     1,     1,
Round 3 Game 6B: Wisconsin defeats Notre Dame,     1,     1,     1,     1,     1,     1,     3,     2,     1,     1,     1,
Round 3 Game 7A: Virginia defeats Iowa State,     1,     1,     1,     1,     1,     2,     4,     2,     1,     2,     1,
Round 3 Game 7B: Iowa State defeats Virginia,     1,     1,     1,     1,     1,     1,     3,     4,     1,     1,     1,
Round 3 Game 8A: Gonzaga defeats Syracuse,     1,     1,     1,     1,     1,     1,     3,     2,     1,     1,     1,
Round 3 Game 8B: Syracuse defeats Gonzaga,     1,     1,     1,     1,     1,     1,     3,     2,     1,     1,     1,

Worst Finish
,ellie.picks,evan.picks,greg.picks,jasmine.picks,johnny.picks,johnson.picks,julie.picks,miles.picks,mitzi.picks,pia.picks,zeke.picks,
sweet16.truth,    11,    10,     9,    10,    11,     9,    11,    11,    11,    11,     8,
Round 3 Game 1A: Kansas defeats Maryland,    10,    10,     8,    10,    10,     9,    11,    11,    11,    11,     7,
Round 3 Game 1B: Maryland defeats Kansas,    11,    10,     9,    10,    11,     8,    11,    11,    11,    11,     8,
Round 3 Game 2A: Miami (FL) defeats Villanova,     9,     9,     9,    10,    11,     9,    11,    11,    11,    11,     8,
Round 3 Game 2B: Villanova defeats Miami (FL),    11,    10,     8,    10,    10,     9,    11,    11,    11,    11,     7,
Round 3 Game 3A: Oregon defeats Duke,    10,     9,     9,    10,    11,     9,    10,    11,    11,    11,     7,
Round 3 Game 3B: Duke defeats Oregon,    11,    10,     6,    10,    10,     9,    11,    11,    10,    10,     8,
Round 3 Game 4A: Texas A&M defeats Oklahoma,    11,     9,     9,    10,    11,     9,    11,    11,    11,    11,     8,
Round 3 Game 4B: Oklahoma defeats Texas A&M,     9,    10,     7,    10,    10,     8,    11,    11,    11,    11,     7,
Round 3 Game 5A: North Carolina defeats Indiana,    11,     9,     8,    10,    11,     9,    11,    11,    11,    11,     8,
Round 3 Game 5B: Indiana defeats North Carolina,    11,    10,     9,    10,    10,     9,    11,    11,    11,    11,     8,
Round 3 Game 6A: Notre Dame defeats Wisconsin,    11,    10,     9,    10,    11,     9,    11,    11,    11,    11,     8,
Round 3 Game 6B: Wisconsin defeats Notre Dame,    11,    10,     9,    10,    11,     9,    11,    11,    11,    11,     8,
Round 3 Game 7A: Virginia defeats Iowa State,    10,    10,     9,    10,    10,     9,    11,    11,    11,    11,     8,
Round 3 Game 7B: Iowa State defeats Virginia,    11,    10,     8,    10,    11,     9,    11,    11,    10,    11,     7,
Round 3 Game 8A: Gonzaga defeats Syracuse,    11,    10,     9,    10,    11,     9,    11,    11,    11,    11,     8,
Round 3 Game 8B: Syracuse defeats Gonzaga,    11,    10,     9,    10,    11,     9,    11,    11,    11,    11,     8,

Min Score
,ellie.picks,evan.picks,greg.picks,jasmine.picks,johnny.picks,johnson.picks,julie.picks,miles.picks,mitzi.picks,pia.picks,zeke.picks,
sweet16.truth,    40,    43,    43,    39,    44,    46,    38,    31,    43,    37,    42,
Round 3 Game 1A: Kansas defeats Maryland,    44,    47,    47,    43,    48,    50,    42,    31,    47,    41,    46,
Round 3 Game 1B: Maryland defeats Kansas,    40,    43,    43,    39,    44,    46,    38,    31,    43,    37,    42,
Round 3 Game 2A: Miami (FL) defeats Villanova,    40,    47,    43,    39,    44,    46,    38,    31,    47,    37,    42,
Round 3 Game 2B: Villanova defeats Miami (FL),    40,    43,    47,    43,    48,    50,    42,    31,    43,    41,    46,
Round 3 Game 3A: Oregon defeats Duke,    44,    47,    43,    43,    44,    50,    42,    35,    43,    37,    46,
Round 3 Game 3B: Duke defeats Oregon,    40,    43,    47,    39,    48,    46,    38,    31,    47,    41,    42,
Round 3 Game 4A: Texas A&M defeats Oklahoma,    40,    47,    43,    39,    44,    46,    38,    35,    47,    37,    42,
Round 3 Game 4B: Oklahoma defeats Texas A&M,    44,    43,    47,    43,    48,    50,    42,    31,    43,    41,    46,
Round 3 Game 5A: North Carolina defeats Indiana,    44,    47,    47,    43,    48,    50,    42,    35,    43,    41,    46,
Round 3 Game 5B: Indiana defeats North Carolina,    40,    43,    43,    39,    44,    46,    38,    31,    43,    37,    42,
Round 3 Game 6A: Notre Dame defeats Wisconsin,    40,    43,    43,    39,    44,    46,    38,    31,    43,    37,    42,
Round 3 Game 6B: Wisconsin defeats Notre Dame,    40,    43,    43,    39,    44,    46,    38,    31,    43,    37,    42,
Round 3 Game 7A: Virginia defeats Iowa State,    44,    43,    47,    43,    48,    46,    38,    35,    43,    37,    46,
Round 3 Game 7B: Iowa State defeats Virginia,    40,    43,    43,    39,    44,    46,    38,    31,    43,    37,    42,
Round 3 Game 8A: Gonzaga defeats Syracuse,    40,    43,    43,    39,    44,    46,    38,    31,    43,    37,    42,
Round 3 Game 8B: Syracuse defeats Gonzaga,    40,    43,    43,    39,    44,    46,    38,    31,    43,    37,    42,

Max Score
,ellie.picks,evan.picks,greg.picks,jasmine.picks,johnny.picks,johnson.picks,julie.picks,miles.picks,mitzi.picks,pia.picks,zeke.picks,
sweet16.truth,   156,   103,   155,   103,   156,   106,   130,    63,    91,   129,   138,
Round 3 Game 1A: Kansas defeats Maryland,   156,   103,   155,   103,   156,   106,   130,    63,    91,   129,   138,
Round 3 Game 1B: Maryland defeats Kansas,    96,    75,    95,    75,   152,    78,    70,    63,    63,    69,    78,
Round 3 Game 2A: Miami (FL) defeats Villanova,   156,   103,   151,    99,   128,   102,   126,    63,    91,   125,   134,
Round 3 Game 2B: Villanova defeats Miami (FL),   156,    99,   155,   103,   156,   106,   130,    63,    87,   129,   138,
Round 3 Game 3A: Oregon defeats Duke,   156,   103,   151,   103,   152,   106,   130,    63,    87,   117,   138,
Round 3 Game 3B: Duke defeats Oregon,   152,    99,   155,    91,   156,   102,   126,    59,    91,   129,   134,
Round 3 Game 4A: Texas A&M defeats Oklahoma,   144,   103,   143,    99,   144,    94,   118,    63,    91,   125,   126,
Round 3 Game 4B: Oklahoma defeats Texas A&M,   156,    91,   155,   103,   156,   106,   130,    51,    79,   129,   138,
Round 3 Game 5A: North Carolina defeats Indiana,   156,   103,   155,   103,   156,   106,   130,    63,    91,   129,   138,
Round 3 Game 5B: Indiana defeats North Carolina,   128,    91,   127,    91,   152,    94,   118,    59,    91,   117,   126,
Round 3 Game 6A: Notre Dame defeats Wisconsin,   156,   103,   155,   103,   156,   106,   130,    63,    91,   129,   138,
Round 3 Game 6B: Wisconsin defeats Notre Dame,   156,   103,   155,   103,   156,   106,   130,    63,    91,   129,   138,
Round 3 Game 7A: Virginia defeats Iowa State,   156,   103,   155,   103,   156,   106,   130,    63,    91,   129,   138,
Round 3 Game 7B: Iowa State defeats Virginia,   144,   103,   151,    99,    96,   106,   130,    51,    91,   129,   134,
Round 3 Game 8A: Gonzaga defeats Syracuse,   156,   103,   155,   103,   156,   106,   130,    63,    91,   129,   138,
Round 3 Game 8B: Syracuse defeats Gonzaga,   156,   103,   155,   103,   156,   106,   130,    63,    91,   129,   138,
