Probability of Winning
,ellie.picks,evan.picks,greg.picks,jasmine.picks,johnny.picks,johnson.picks,julie.picks,miles.picks,mitzi.picks,pia.picks,zeke.picks,
Round 2 Game 10: Notre Dame defeats Stephen F. Austin,    4.4100,   11.5700,   13.6000,    4.7000,   40.0600,    2.2400,    0.4600,    0.0100,    7.3600,    4.8400,    1.2000,
Round 2 Game 11: Oklahoma defeats Virginia Commonwealth,    4.6200,    9.2400,   14.3800,    5.4300,   41.6200,    3.5600,    0.4800,    0.0000,    5.3700,    5.9700,    1.4900,
Round 2 Game 12: Syracuse defeats Middle Tennessee,    4.7900,    9.2100,   13.9300,    5.4600,   42.1500,    3.5400,    0.6100,    0.0000,    5.1100,    5.4000,    1.3500,
Round 2 Game 13: Maryland defeats Hawaii,    4.8700,    7.4400,   15.6200,    5.0700,   42.6200,    3.1900,    0.5800,    0.0000,    7.4100,    4.8900,    1.3800,
Round 2 Game 14: Texas A&M defeats Northern Iowa,    4.5400,   10.3800,   14.3500,    4.2000,   41.5400,    3.1800,    0.0000,    0.0000,    9.2000,    4.7900,    1.3300,
Round 2 Game 15: Wisconsin defeats Xavier,    4.7700,    7.9500,   14.4800,    3.9400,   39.8800,    6.5900,    0.0000,    0.0000,   10.9700,    4.7700,    1.1100,
Round 2 Game 16: Oregon defeats Saint Joseph's,    5.7200,   11.0600,   11.4400,    8.0700,   38.3400,    3.7500,    0.0000,    0.0000,    5.9300,    5.8200,    1.9500,

Probability of Losing
,ellie.picks,evan.picks,greg.picks,jasmine.picks,johnny.picks,johnson.picks,julie.picks,miles.picks,mitzi.picks,pia.picks,zeke.picks,
initial   ,    5.0400,   11.3300,    4.8200,    4.1000,    5.8400,    5.0700,    8.0000,   21.9000,   11.6800,    5.5400,    1.5600,
Round 1 Game 1: Duke defeats North Carolina-Wilmington,    3.8500,   12.8800,    4.0800,    3.4800,    4.4400,    6.2200,    7.6500,   26.8300,    9.9700,    4.0400,    1.6600,
Round 1 Game 2: Butler defeats Texas Tech,    4.2200,   12.5700,    3.7300,    2.9500,    4.9800,    5.9400,    6.8600,   27.8300,    8.3100,    6.2200,    1.8500,
Round 1 Game 3: Connecticut defeats Colorado,    5.5400,   10.3300,    2.6700,    4.1200,    3.1800,    4.4800,    5.1500,   33.7400,    6.5800,    8.0800,    1.0300,
Round 1 Game 4: Iowa State defeats Iona,    5.1500,   12.9300,    2.5100,    3.0300,    2.3800,    3.8800,    5.0100,   36.1300,    5.4600,    8.6000,    1.1600,
Round 1 Game 5: Yale defeats Baylor,    5.7400,   15.4900,    2.7100,    3.3600,    2.8700,    4.7700,    5.2200,   30.1100,    6.4100,    8.3400,    1.1200,
Round 1 Game 6: Virginia defeats Hampton,    4.6300,   15.5500,    2.3000,    2.7500,    2.8400,    4.9000,    7.5400,   27.8500,    8.0600,    9.0400,    0.8700,
Round 1 Game 7: Kansas defeats Austin Peay,    3.8700,   14.3500,    2.2800,    2.5300,    3.0700,    4.7400,    7.1100,   33.5000,    7.3800,    7.7200,    0.7300,
Round 1 Game 8: Arkansas-Little Rock defeats Purdue,    4.5200,   18.1000,    2.8700,    1.0500,    3.1800,    6.0100,    8.1400,   26.9100,    4.4900,   10.0200,    1.2400,
Round 1 Game 9: Miami (FL) defeats Buffalo,    7.2600,   13.4000,    4.0800,    0.7000,    2.7000,    3.3100,   11.6900,   32.1700,    3.1800,    7.6500,    0.6800,
Round 1 Game 10: Indiana defeats Chattanooga,    6.0300,   13.0100,    6.7800,    0.7700,    3.0700,    2.9400,   10.7000,   30.9100,    3.7700,    8.0700,    0.8100,
Round 1 Game 11: North Carolina defeats Florida Gulf Coast,    5.4400,   12.7400,    6.1700,    0.7600,    3.7000,    2.8200,   10.2000,   30.9200,    5.4600,    7.6500,    0.7600,
Round 1 Game 12: Utah defeats Fresno State,    4.9100,   13.8500,    7.2200,    0.6800,    3.2800,    2.4800,   10.0800,   31.1300,    6.0400,    6.4800,    1.0300,
Round 1 Game 13: Wichita State defeats Arizona,    7.0400,   12.0100,    3.8300,    0.8600,    4.7300,    1.2600,   13.9400,   27.9100,    5.3300,    8.3800,    1.8700,
Round 1 Game 14: Kentucky defeats Stony Brook,   11.4900,   11.0300,    3.3400,    0.6100,    4.1600,    1.2700,   14.2400,   28.6200,    4.6400,    7.4400,    1.0200,
Round 1 Game 15: Providence defeats Southern California,    9.0800,    9.1800,    2.5000,    1.0000,    3.5300,    1.9100,   16.8100,   27.9600,    5.5000,    9.4000,    0.7100,
Round 1 Game 16: Gonzaga defeats Seton Hall,    9.3900,    8.1900,    1.6000,    1.6700,    3.7800,    1.4200,   14.6700,   27.5800,    4.9900,   13.5500,    0.4700,
Round 1 Game 17: Syracuse defeats Dayton,   10.6900,    5.4100,    0.7800,    1.7900,    3.3200,    0.6600,   16.1500,   30.7400,    3.7400,   14.7500,    0.1200,
Round 1 Game 18: Villanova defeats North Carolina-Asheville,   10.8000,    6.6700,    0.6800,    1.4500,    2.8300,    0.6000,   14.8600,   34.6000,    3.8900,   13.1100,    0.1200,
Round 1 Game 19: Virginia Commonwealth defeats Oregon State,    7.6300,    5.4200,    0.3100,    2.0000,    1.9800,    0.8500,   12.1200,   39.1900,    3.4200,   15.4800,    0.0300,
Round 1 Game 20: Hawaii defeats California,    2.9400,    6.2200,    0.2900,    2.5200,    1.5800,    0.9200,   12.9000,   38.8200,    3.0000,   18.7600,    0.1100,
Round 1 Game 21: Middle Tennessee defeats Michigan State,    3.5100,    6.5800,    0.3300,    2.8700,    1.8000,    0.8000,   13.3800,   35.6100,    3.2500,   19.0800,    0.0900,
Round 1 Game 22: Iowa defeats Temple,    2.4400,    5.6700,    0.1500,    2.3600,    0.8500,    0.6500,   13.1900,   42.4000,    3.5700,   16.7100,    0.0000,
Round 1 Game 23: Oklahoma defeats Cal State Bakersfield,    1.9500,    5.7200,    0.2100,    2.4400,    0.7800,    0.5400,   11.5900,   46.7800,    3.7100,   14.3200,    0.0400,
Round 1 Game 24: Maryland defeats South Dakota State,    1.6600,    6.3700,    0.1700,    2.6200,    0.7700,    0.4900,   11.3400,   44.1900,    3.4700,   16.7800,    0.0100,
Round 1 Game 25: Wisconsin defeats Pittsburgh,    2.2800,    5.3600,    0.0600,    2.2100,    0.9100,    0.3100,    9.4500,   50.6800,    3.7500,   13.7000,    0.0200,
Round 1 Game 26: Stephen F. Austin defeats West Virginia,    2.6600,    0.6400,    0.0700,    0.7900,    0.8200,    0.3100,    8.0400,   56.4000,    4.0300,   15.3000,    0.0400,
Round 1 Game 27: Texas A&M defeats Green Bay,    3.2500,    0.7000,    0.0600,    0.9900,    1.2900,    0.2600,   13.8700,   51.4200,    3.7500,   14.9400,    0.0200,
Round 1 Game 28: Oregon defeats Holy Cross,    2.7700,    0.4700,    0.1100,    1.1000,    1.3300,    0.2600,   12.8900,   47.5100,    4.9700,   18.8300,    0.0600,
Round 1 Game 29: Xavier defeats Weber State,    2.8900,    0.5000,    0.0900,    0.8000,    1.3600,    0.5600,   11.6000,   50.4200,    4.9200,   17.6500,    0.0400,
Round 1 Game 30: Northern Iowa defeats Texas,    3.0800,    0.3200,    0.0000,    0.8800,    1.8300,    0.4700,   12.5500,   47.0400,    5.3300,   19.1200,    0.0600,
Round 1 Game 31: Notre Dame defeats Michigan,    2.3900,    0.1400,    0.0000,    1.2600,    1.1500,    0.3100,   11.5300,   52.0800,    4.7000,   15.6200,    0.1400,
Round 1 Game 32: Saint Joseph's defeats Cincinnati,    3.1900,    0.0700,    0.0000,    0.8700,    0.8400,    0.1600,   12.9600,   53.5900,    5.9500,   12.1600,    0.2900,
Round 2 Game 1: Miami (FL) defeats Wichita State,    4.2200,    0.0300,    0.0000,    0.4100,    1.0300,    0.1100,   14.3700,   58.3700,    3.5000,    9.4000,    0.6400,
Round 2 Game 2: Duke defeats Yale,    2.9600,    0.0600,    0.0000,    0.8400,    0.5400,    0.1400,   13.0500,   68.6900,    2.5000,    5.9000,    0.1400,
Round 2 Game 3: Indiana defeats Kentucky,    1.6600,    0.1700,    0.0000,    1.5000,    0.7400,    0.0800,   10.5900,   62.5700,    3.4400,    9.5400,    0.6200,
Round 2 Game 4: Iowa State defeats Arkansas-Little Rock,    1.5500,    0.1800,    0.0000,    0.4000,    0.5400,    0.1500,   10.1600,   68.1200,    2.0500,    9.4000,    0.3800,
Round 2 Game 5: Virginia defeats Butler,    0.7800,    0.4400,    0.0000,    0.0000,    0.3300,    0.1700,   20.0300,   56.6100,    3.7100,   11.6200,    0.0000,
Round 2 Game 6: Kansas defeats Connecticut,    0.4700,    0.1800,    0.0000,    0.0000,    0.3900,    0.1400,   14.3000,   69.3000,    2.3700,    8.1500,    0.0000,
Round 2 Game 7: Gonzaga defeats Utah,    0.8400,    0.0300,    0.0000,    0.0000,    0.3100,    0.2800,    8.6200,   73.0800,    1.3100,   10.9200,    0.0000,
Round 2 Game 8: North Carolina defeats Providence,    0.7100,    0.0200,    0.0000,    0.0000,    0.5500,    0.2800,    7.8500,   74.8300,    2.0800,    9.1900,    0.0000,
Round 2 Game 9: Villanova defeats Iowa,    1.0600,    0.0600,    0.0000,    0.0000,    0.2700,    0.1000,    5.6200,   79.7000,    2.3300,    6.9300,    0.0000,
Round 2 Game 10: Notre Dame defeats Stephen F. Austin,    0.9500,    0.1800,    0.0000,    0.0000,    0.2800,    0.1000,    5.6500,   79.8700,    1.9700,    6.9100,    0.0000,
Round 2 Game 11: Oklahoma defeats Virginia Commonwealth,    1.0700,    0.0000,    0.0000,    0.0000,    0.1500,    0.0000,    4.6300,   83.2100,    2.0900,    5.2000,    0.0000,
Round 2 Game 12: Syracuse defeats Middle Tennessee,    0.9900,    0.0000,    0.0000,    0.0000,    0.0700,    0.0000,    4.6300,   82.6600,    1.8400,    6.2300,    0.0000,
Round 2 Game 13: Maryland defeats Hawaii,    1.2600,    0.0000,    0.0000,    0.0000,    0.1200,    0.0000,    3.6600,   82.0300,    1.9700,    7.1000,    0.0000,
Round 2 Game 14: Texas A&M defeats Northern Iowa,    2.3100,    0.0000,    0.0000,    0.0000,    0.2100,    0.0000,    6.4600,   73.4800,    1.7000,   11.8400,    0.0000,
Round 2 Game 15: Wisconsin defeats Xavier,    1.9000,    0.0000,    0.0000,    0.0000,    0.2200,    0.0000,    9.6600,   71.1700,    1.9000,   12.5800,    0.0000,
Round 2 Game 16: Oregon defeats Saint Joseph's,    0.9200,    0.0000,    0.0000,    0.0000,    0.4100,    0.0000,    9.5100,   68.1000,    2.6600,   15.1100,    0.0000,

Best Finish
,ellie.picks,evan.picks,greg.picks,jasmine.picks,johnny.picks,johnson.picks,julie.picks,miles.picks,mitzi.picks,pia.picks,zeke.picks,
initial   ,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,
Round 1 Game 1: Duke defeats North Carolina-Wilmington,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,
Round 1 Game 2: Butler defeats Texas Tech,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,
Round 1 Game 3: Connecticut defeats Colorado,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,
Round 1 Game 4: Iowa State defeats Iona,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,
Round 1 Game 5: Yale defeats Baylor,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,
Round 1 Game 6: Virginia defeats Hampton,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,
Round 1 Game 7: Kansas defeats Austin Peay,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,
Round 1 Game 8: Arkansas-Little Rock defeats Purdue,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,
Round 1 Game 9: Miami (FL) defeats Buffalo,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,
Round 1 Game 10: Indiana defeats Chattanooga,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,
Round 1 Game 11: North Carolina defeats Florida Gulf Coast,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,
Round 1 Game 12: Utah defeats Fresno State,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,
Round 1 Game 13: Wichita State defeats Arizona,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,
Round 1 Game 14: Kentucky defeats Stony Brook,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,
Round 1 Game 15: Providence defeats Southern California,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,
Round 1 Game 16: Gonzaga defeats Seton Hall,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,
Round 1 Game 17: Syracuse defeats Dayton,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,
Round 1 Game 18: Villanova defeats North Carolina-Asheville,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,
Round 1 Game 19: Virginia Commonwealth defeats Oregon State,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,
Round 1 Game 20: Hawaii defeats California,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,
Round 1 Game 21: Middle Tennessee defeats Michigan State,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,
Round 1 Game 22: Iowa defeats Temple,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,
Round 1 Game 23: Oklahoma defeats Cal State Bakersfield,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,
Round 1 Game 24: Maryland defeats South Dakota State,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,
Round 1 Game 25: Wisconsin defeats Pittsburgh,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,
Round 1 Game 26: Stephen F. Austin defeats West Virginia,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,
Round 1 Game 27: Texas A&M defeats Green Bay,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,
Round 1 Game 28: Oregon defeats Holy Cross,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,
Round 1 Game 29: Xavier defeats Weber State,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,
Round 1 Game 30: Northern Iowa defeats Texas,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,
Round 1 Game 31: Notre Dame defeats Michigan,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,
Round 1 Game 32: Saint Joseph's defeats Cincinnati,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,
Round 2 Game 1: Miami (FL) defeats Wichita State,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,
Round 2 Game 2: Duke defeats Yale,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,
Round 2 Game 3: Indiana defeats Kentucky,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,
Round 2 Game 4: Iowa State defeats Arkansas-Little Rock,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,
Round 2 Game 5: Virginia defeats Butler,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,
Round 2 Game 6: Kansas defeats Connecticut,     1,     1,     1,     1,     1,     1,     1,     2,     1,     1,     1,
Round 2 Game 7: Gonzaga defeats Utah,     1,     1,     1,     1,     1,     1,     1,     2,     1,     1,     1,
Round 2 Game 8: North Carolina defeats Providence,     1,     1,     1,     1,     1,     1,     1,     2,     1,     1,     1,
Round 2 Game 9: Villanova defeats Iowa,     1,     1,     1,     1,     1,     1,     1,     2,     1,     1,     1,
Round 2 Game 10: Notre Dame defeats Stephen F. Austin,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,
Round 2 Game 11: Oklahoma defeats Virginia Commonwealth,     1,     1,     1,     1,     1,     1,     1,     2,     1,     1,     1,
Round 2 Game 12: Syracuse defeats Middle Tennessee,     1,     1,     1,     1,     1,     1,     1,     2,     1,     1,     1,
Round 2 Game 13: Maryland defeats Hawaii,     1,     1,     1,     1,     1,     1,     1,     2,     1,     1,     1,
Round 2 Game 14: Texas A&M defeats Northern Iowa,     1,     1,     1,     1,     1,     1,     2,     2,     1,     1,     1,
Round 2 Game 15: Wisconsin defeats Xavier,     1,     1,     1,     1,     1,     1,     3,     2,     1,     1,     1,
Round 2 Game 16: Oregon defeats Saint Joseph's,     1,     1,     1,     1,     1,     1,     3,     2,     1,     1,     1,

Worst Finish
,ellie.picks,evan.picks,greg.picks,jasmine.picks,johnny.picks,johnson.picks,julie.picks,miles.picks,mitzi.picks,pia.picks,zeke.picks,
initial   ,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,
Round 1 Game 1: Duke defeats North Carolina-Wilmington,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,
Round 1 Game 2: Butler defeats Texas Tech,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,
Round 1 Game 3: Connecticut defeats Colorado,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,
Round 1 Game 4: Iowa State defeats Iona,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,
Round 1 Game 5: Yale defeats Baylor,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,
Round 1 Game 6: Virginia defeats Hampton,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,
Round 1 Game 7: Kansas defeats Austin Peay,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,
Round 1 Game 8: Arkansas-Little Rock defeats Purdue,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,
Round 1 Game 9: Miami (FL) defeats Buffalo,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,
Round 1 Game 10: Indiana defeats Chattanooga,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,
Round 1 Game 11: North Carolina defeats Florida Gulf Coast,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,
Round 1 Game 12: Utah defeats Fresno State,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,
Round 1 Game 13: Wichita State defeats Arizona,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,
Round 1 Game 14: Kentucky defeats Stony Brook,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,
Round 1 Game 15: Providence defeats Southern California,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,
Round 1 Game 16: Gonzaga defeats Seton Hall,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,
Round 1 Game 17: Syracuse defeats Dayton,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,
Round 1 Game 18: Villanova defeats North Carolina-Asheville,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,
Round 1 Game 19: Virginia Commonwealth defeats Oregon State,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,
Round 1 Game 20: Hawaii defeats California,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,
Round 1 Game 21: Middle Tennessee defeats Michigan State,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,
Round 1 Game 22: Iowa defeats Temple,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,    10,
Round 1 Game 23: Oklahoma defeats Cal State Bakersfield,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,
Round 1 Game 24: Maryland defeats South Dakota State,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,
Round 1 Game 25: Wisconsin defeats Pittsburgh,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,
Round 1 Game 26: Stephen F. Austin defeats West Virginia,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,
Round 1 Game 27: Texas A&M defeats Green Bay,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,
Round 1 Game 28: Oregon defeats Holy Cross,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,
Round 1 Game 29: Xavier defeats Weber State,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,    11,
