Probability of Winning
,ellie.picks,evan.picks,greg.picks,jasmine.picks,johnny.picks,johnson.picks,julie.picks,miles.picks,mitzi.picks,pia.picks,zeke.picks,
s16g4.truth,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   84.4500,   20.9600,    0.0000,    0.0000,
Round 3 Game 5A: North Carolina defeats Indiana,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   79.2000,   20.8000,    0.0000,    0.0000,
Round 3 Game 5B: Indiana defeats North Carolina,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  100.0000,   20.8200,    0.0000,    0.0000,
Round 3 Game 6A: Notre Dame defeats Wisconsin,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   83.9700,   21.3200,    0.0000,    0.0000,
Round 3 Game 6B: Wisconsin defeats Notre Dame,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   84.6700,   20.9800,    0.0000,    0.0000,
Round 3 Game 7A: Virginia defeats Iowa State,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   78.1100,   29.0900,    0.0000,    0.0000,
Round 3 Game 7B: Iowa State defeats Virginia,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  100.0000,    0.0000,    0.0000,    0.0000,
Round 3 Game 8A: Gonzaga defeats Syracuse,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   84.7300,   20.9500,    0.0000,    0.0000,
Round 3 Game 8B: Syracuse defeats Gonzaga,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   82.4200,   23.0100,    0.0000,    0.0000,

Best Finish
,ellie.picks,evan.picks,greg.picks,jasmine.picks,johnny.picks,johnson.picks,julie.picks,miles.picks,mitzi.picks,pia.picks,zeke.picks,
s16g4.truth,     1,     7,     1,     1,     1,     1,     3,    10,     9,     5,     1,
Round 3 Game 5A: North Carolina defeats Indiana,     1,     7,     1,     1,     1,     1,     3,    10,     9,     5,     1,
Round 3 Game 5B: Indiana defeats North Carolina,     1,     7,     2,     1,     1,     1,     3,    10,     9,     5,     1,
Round 3 Game 6A: Notre Dame defeats Wisconsin,     1,     7,     1,     1,     1,     1,     3,    10,     9,     5,     1,
Round 3 Game 6B: Wisconsin defeats Notre Dame,     1,     7,     1,     1,     1,     1,     3,    10,     9,     5,     1,
Round 3 Game 7A: Virginia defeats Iowa State,     1,     7,     1,     1,     1,     1,     4,    10,     9,     5,     1,
Round 3 Game 7B: Iowa State defeats Virginia,     2,     7,     1,     1,     1,     1,     3,    11,     9,     5,     1,
Round 3 Game 8A: Gonzaga defeats Syracuse,     1,     7,     1,     1,     1,     1,     3,    10,     9,     5,     1,
Round 3 Game 8B: Syracuse defeats Gonzaga,     1,     7,     1,     1,     1,     1,     3,    10,     9,     5,     1,

Worst Finish
,ellie.picks,evan.picks,greg.picks,jasmine.picks,johnny.picks,johnson.picks,julie.picks,miles.picks,mitzi.picks,pia.picks,zeke.picks,
s16g4.truth,     7,     9,     6,     8,    10,     7,     7,    11,    11,     9,     6,
Round 3 Game 5A: North Carolina defeats Indiana,     7,     9,     6,     8,    10,     7,     7,    11,    11,     9,     6,
Round 3 Game 5B: Indiana defeats North Carolina,     7,     9,     6,     8,    10,     7,     7,    11,    11,     9,     5,
Round 3 Game 6A: Notre Dame defeats Wisconsin,     7,     9,     6,     8,    10,     7,     7,    11,    11,     9,     6,
Round 3 Game 6B: Wisconsin defeats Notre Dame,     7,     9,     6,     8,    10,     7,     7,    11,    11,     9,     6,
Round 3 Game 7A: Virginia defeats Iowa State,     6,     9,     6,     8,    10,     7,     7,    11,    11,     9,     6,
Round 3 Game 7B: Iowa State defeats Virginia,     7,     8,     5,     7,    10,     7,     7,    11,    10,     9,     6,
Round 3 Game 8A: Gonzaga defeats Syracuse,     7,     9,     6,     8,    10,     7,     7,    11,    11,     9,     6,
Round 3 Game 8B: Syracuse defeats Gonzaga,     7,     9,     6,     8,    10,     7,     7,    11,    11,     9,     6,

Min Score
,ellie.picks,evan.picks,greg.picks,jasmine.picks,johnny.picks,johnson.picks,julie.picks,miles.picks,mitzi.picks,pia.picks,zeke.picks,
s16g4.truth,    52,    51,    55,    55,    56,    62,    54,    35,    47,    49,    58,
Round 3 Game 5A: North Carolina defeats Indiana,    56,    55,    59,    59,    60,    66,    58,    39,    47,    53,    62,
Round 3 Game 5B: Indiana defeats North Carolina,    52,    51,    55,    55,    56,    62,    54,    35,    47,    49,    58,
Round 3 Game 6A: Notre Dame defeats Wisconsin,    52,    51,    55,    55,    56,    62,    54,    35,    47,    49,    58,
Round 3 Game 6B: Wisconsin defeats Notre Dame,    52,    51,    55,    55,    56,    62,    54,    35,    47,    49,    58,
Round 3 Game 7A: Virginia defeats Iowa State,    56,    51,    59,    59,    60,    62,    54,    39,    47,    49,    62,
Round 3 Game 7B: Iowa State defeats Virginia,    52,    51,    55,    55,    56,    62,    54,    35,    47,    49,    58,
Round 3 Game 8A: Gonzaga defeats Syracuse,    52,    51,    55,    55,    56,    62,    54,    35,    47,    49,    58,
Round 3 Game 8B: Syracuse defeats Gonzaga,    52,    51,    55,    55,    56,    62,    54,    35,    47,    49,    58,

Max Score
,ellie.picks,evan.picks,greg.picks,jasmine.picks,johnny.picks,johnson.picks,julie.picks,miles.picks,mitzi.picks,pia.picks,zeke.picks,
s16g4.truth,   156,    87,   151,   103,   152,   106,   130,    51,    71,   117,   138,
Round 3 Game 5A: North Carolina defeats Indiana,   156,    87,   151,   103,   152,   106,   130,    51,    71,   117,   138,
Round 3 Game 5B: Indiana defeats North Carolina,   128,    75,   123,    91,   148,    94,   118,    47,    71,   105,   126,
Round 3 Game 6A: Notre Dame defeats Wisconsin,   156,    87,   151,   103,   152,   106,   130,    51,    71,   117,   138,
Round 3 Game 6B: Wisconsin defeats Notre Dame,   156,    87,   151,   103,   152,   106,   130,    51,    71,   117,   138,
Round 3 Game 7A: Virginia defeats Iowa State,   156,    87,   151,   103,   152,   106,   130,    51,    71,   117,   138,
Round 3 Game 7B: Iowa State defeats Virginia,   144,    87,   147,    99,    92,   106,   130,    39,    71,   117,   134,
Round 3 Game 8A: Gonzaga defeats Syracuse,   156,    87,   151,   103,   152,   106,   130,    51,    71,   117,   138,
Round 3 Game 8B: Syracuse defeats Gonzaga,   156,    87,   151,   103,   152,   106,   130,    51,    71,   117,   138,
